cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,concrete_compressive_strength
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.54
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28,9.74
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,40.93
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,31.35
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.5
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,36.44
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.9
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.58
155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28,37.36
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,19.01
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.33
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.16
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.34
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.93
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28,25.56
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.54
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.42
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,37.91
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,18.13
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28,57.22
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28,33.4
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,31.64
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,42.55
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,6.88
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,6.94
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,39.0
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,23.74
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46
143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73
184.0,86.0,190.0,213.0,6.0,923.0,623.0,28,22.93
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28,23.84
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.99
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.11
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28,18.28
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86
162.0,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,67.11
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.41
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28,25.1
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28,17.95
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.06
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,18.13
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,19.52
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14,27.92
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28,46.23
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,58.78
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28,31.42
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,44.3
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28,30.65
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.72
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,36.94
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.17
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.76
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.11
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28,31.87
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.12
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28,23.74
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,47.22
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.68
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.9
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.87
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.42
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28,18.03
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,42.13
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.81
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90,50.46
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,24.48
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.23
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.12
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.46
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,24.0
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.94
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28,45.3
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28,40.68
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.31
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28,65.91
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,61.92
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28,61.89
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,12.46
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28,61.24
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18.0
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,33.8
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,13.71
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,31.35
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90,42.33
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.54
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28,40.06
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28,37.43
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.96
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28,25.1
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,24.0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.83
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.92
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,25.56
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.24
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28,33.76
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14,18.13
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.66
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.78
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28,52.44
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.1
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.76
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28,26.23
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0
